text,sentiment
"ok Naman Yung zise pero hindi sya stretch at Hindi slim fit. straight cut Yung deliver sa akin. ",3
"Hindi cya acid blue, although skinny jeans siya pero yun color pale blue hindi acid katulad yun nasa model photo. Nakakadismayado. Sakto ang size pero mga items mgkaiba. Nakakadisapoint.. kindly have a meeting with your staffs para sa susunod hindi magkamali2 ang mga items na inorder ng buyers!",3
"Iba ang naibigay okey nman ung size kaso magkaiba sa personal at picture",3
"ok na rin ",3
"3 Star lang kase may sira yung isa na pinadala nila. Kinailangan ko pa tahiin para lang umayos. Yoko na i return so much hassle. Sana next time paki check ng maayos para wala reklamo si client.",3
"Sayang nanaman ung pinambili ko kasi sobrang sikip ng pants. Pang tipaklong na legs ng lalaki ata to eh yung palito na legs. Di pwede na may muscle na legs na 33 ang bewang. ",2
"2 order ko gray at acid black ok ung gray maganda at strechable ung acid black hindi xa acid black dirty black xa at hindi strechable antigas nya.... please papalitan po",1
"order ko gray bakit dumating brown diba kayo marunong bumasa o basta lang kumita ang alam nyo kahit makapangloko kayo ng kapwa nyo..un eh kong tao kayo kase palagay ko hindi..",1
"kupal tong seller n to makabenta lng ibibigay ipapadala khit mali yung item 36 size order q 34 pinadala mababan ka tandaan m yn at irerefund q to this kind of seller must remove in lazada",1
"this is my 3rd order. MALI UNG KULAY na dumating and hindi accurate ung size. SAYANG, maganda na sana ung tela for its price.",2
"2 order ko gray at acid black ok ung gray maganda at strechable ung acid black hindi xa acid black dirty black xa at hindi strechable antigas nya.... please papalitan po",1
"order ko gray bakit dumating brown diba kayo marunong bumasa o basta lang kumita ang alam nyo kahit makapangloko kayo ng kapwa nyo..un eh kong tao kayo kase palagay ko hindi..",1
"kupal tong seller n to makabenta lng ibibigay ipapadala khit mali yung item 36 size order q 34 pinadala mababan ka tandaan m yn at irerefund q to this kind of seller must remove in lazada",1
"Mam sir, good evening. isosoli ko po ito. mali po yung binigay nyo saakin. dalawa na nga po inorder ko na magkaibang kulay. tapos ang pinadala nyo sakin dalawang color brown? maayos po akong bumayad ng order ko sainyo. sana maayos nyo din naman ipadala ang order ko.",1
"very dissapointing ung order na dumating sa akin.napaka layo ng skinnyjeans sa dumating na fitting nung pants.ambel style ang dumating..NAKAKA DISSAPOINT.suggest q s oorder sa shop na toh BASA² kau ng REVIEW muna before kumuha..ineexpect mo sa pict.pag dating malayong malayo ipapadala sau..DI worth it binayaran mo..",1
"Todo na ang saya with the NEW SURFSAYA with more apps, more data and unli tawagan at texts sa LAHAT! haha liit",4
"Sensya na late nakapag review Maayos naman at okay ang tela Dapat pala XXXL pero goods nadin thankyou",4
"Ganda bhi3, 1st purchase ko dito sa lazada. For reference: Large size H- 5' W- 47 Kg Sakto lang large kahit sa medium built.",5
"Panalong panaloFirst time buyer here and it's so satisfying. Nasukat ko na sya and tamang tama sa size na inorder ko. Salamat sa product at sa nag-deliver nito ",5
"Red order ko black dumating pki check nmn po bgo nyo ipadeliver",5
"Todo na ang saya with the NEW SURFSAYA with more apps, more data and unli tawagan at texts sa LAHAT! haha liit ",4
"Sensya na late nakapag review Maayos naman at okay ang tela Dapat pala XXXL pero goods nadin thankyou",4
"medjo manipis ",4
"okay naman sya sa presyo. wag magexpect sa tela. it will keep you warm but not snuggly if you know what i mean. puede ng png tagaytay but not for baguio or sagada. and if ur a guy like me who is normally size L..I ordered one size extra which is XL.sad to say yung XL nila maliit p din..prang M. pro kung sa babae cguro tama lng mga sizes.",4
"dumating na order ko gand ng tila at sukat sakin. ty din po sa delivery..",4
"ooopppss order ko po white xl pero ang dumating gray at Napakanipis... next time nman po sumunod kayo kung anong kulay inorder Yun ang isend nyo...",3
"Order qoh xl pero dumating large lng ndi nasuot.. Nxt time pki double check poh",3
"Wrong color yung isa na pinadala nila... wala ding bubble wrap yung package pero okay lang since damit lang naman.................",3
"wrong color na may punit pa",3
"Maliit ang size. Yung large ka size ng small. Also yung order ko black and white hoodie pero ang dumating gray and black. Lastly,obvious na binuksan muna bago i packed kasi sira yung plastic ng black bukas po pagkaopen ko ng lazada pouch. Okay sana mabilis naman yung process and pag deliver. Sana kahit ma change size ko man lang ung dlawang hoodie di kasi ako nainform na 2x smaller ang sizes niyo compared sa normal. Looking forward sa inyong response",3
"tama ang size sa gray jacket para sa anak kong babae....pero .mali ang size sa black na jacket na pinadala nyo. i ordered Large size pero medium pa din pinadala nyo. MALIIT po ito sa anak kong lalaki. dissapointed kami na makatanggap ng maling sizes. check nyo po mabuti bago kau magbalot at magpadala. ",2
"Not satistfied with the item received. The size I ordered for the hoodie is not same with the parcel na dumating. Hindi ko kasya kaya ibinigay ko nalang sa kapatid ko. Please take note of this seller. Maganda sana kaso hindi ko kasya talaga.",2
"",2
"I AM SO DISSAPPOINTED. IBA YUNG NA DELIVER. ITS A ZIPPER HOODIE!! KAHIT NAMAN SANA MURA LANG E SANA YUNG NASA PICTURE YUNG DINI DELIVER! I WAS SO EXCITED PA NAMAN BUT I JUST GOT DISSAPPOINTED. BTW THIS WAS MY FIRST TIME BUYING. ",1
"I have received the wrong color. I ordered white and they gave me gray instead without prior notice. And they did not reply to may message na wrong color ang sinend nila.",2
"I AM SO DISSAPPOINTED. IBA YUNG NA DELIVER. ITS A ZIPPER HOODIE!! KAHIT NAMAN SANA MURA LANG E SANA YUNG NASA PICTURE YUNG DINI DELIVER! I WAS SO EXCITED PA NAMAN BUT I JUST GOT DISSAPPOINTED. BTW THIS WAS MY FIRST TIME BUYING. ",1
"hoodie po na no zipper inorder ko tpos pinadala nyo may zipper puro chiclet pa likod , pako refund po nkaka dismaya",1
"White color po order ko poa hindi po gray, pangalawa na order ko na po then ganon po uli, ",1
"Ang order ko white Tpos dumating pink gusto ko ito ibalik ",1
"ang order ko white dumating ibang color napahiya lang ako sa mga bibigyan ko white ang kailngan namin so ngayon kailngan panamin pagbili para mabawi ko ginastos ko sa order ",1
"i ordered white dumating ibang color ",1
"Poor. ",1
"i order 3 jackets and i paid all of it worth 336.72 but the items are incomplete i only received 1 jacket and th seller does not cooperating with me ... return my money or give me the other missing items ",1
"Ang tagal dumating tapos ibang kulay pa inorder ko white dumating grey",1
"disappointed ako sa order ko. No star sana. i ordered Large para sana Mama ko. kaso yung dumating Medium. wag na kayo mag benta kung ganito lang. ",1
"white and gray Yong binili ko, pero Yong dumating dalawang gray. hayst anong klaseng store ba Naman to ",1
"wrong color! they sent gray instead of white ",1
"XXL yung inorder ko XL naman yung dumating",1
"ang linaw Ng pag order ko , white ang inorder ko tapos Ito dumating ?? kulay grey ?? wala ba kayong stock Ng white ???? ano para makabenta nalang , nakakadissappoint Ng sobra",1
"white po order ko gray dumating",1
"bwakanang inang bobo nyo naman, xxl nakalagay sa order ko xl pinadala nyo, buset. idiot",1
"Apat po yung order ko, isang grey,dalawang white at isang N.blue, bakit po ang dumating dito ay three grey, and isang N. blue. ung white pa namn po ang importanteng color saamin. ",1
"wag na kaung umorder dito mali mali ang binibigay puti inorder ko yang binigay 2 pa naman ",1
"ang order ko black, gray and white hahaha muka bang white yung isa? and mali lahat ng size!! large lang yung size na order ko sa tatlong jacket pero bakit medium, XL yung dumating??? SANA NAG CANCEL NA LANG KAYO KESA GANITO PUTANGINA NIYO",1
"pooooooooorrrrrrr poor",1
"I ordered black and white and the other ones mosg definitely not white. Next time, message us buyers or do not ship out items that we do not order. I've seen a lot of complaints regarding wrong orders. Do well or I'll make a formal complaint directly with Lazada's office. ",1
"mabilis ang delivery pero tastas ang tahi. saka sobra nipis sayang lang sorry seller pero 1star lng sau. ",1
"wrong item delivered . white po yung inorder ko pero gray ang binigay nyo . walang wenta . tssss ",1
"White po inorder ko. Nadeliver is grey. ",1
"Wrong color yung binigay nyo white ang order, ko pa check namn sa sususunod sayang pera!!",1
"ok nmn maganda tela mejo maliit nga lng size ang na order ko pro maganda malambot tska mabilis din n deliver",1
"disappointed.ayaw ko talaga magreview eh kasi wala ako mabuting sasabihin.at ayaw ko na din mgreturn.nakakainis ung tagal mo hinintay tapos mali yung color at ireturn item.dapat po hindi kau ngpapapili ng kulay kung hindi nyo ibibigay yung napili ng buyerorder ko 2 white.binigay ninyo gray.ndi ako nainform na gray na pala ang bagong white ngayon.pic for reference.yung rider lang ang ok sa transaction na ito",1
"ang inorder ko po 2 hoodie na black and white large size and dumating sakin black and gray medium size",1
"kinang ina n yan. Large n nga kinuha ko para malaki sken konti. pg dating pang 12 years old amp. ayusin niu mga seller. wg kau masyadong pahalata n scamas kau. ",1
"XXL size na para Sana sa panganay Kong anak pero sa bunso lang namin nagkasya, tatlo pa naman inorder ko grabe unsatisfied talaga!!!!!Sobrang lungkot Ng mga anak ko...",1
"i ordered white kasi iimprintahan 3 packages kasi iba iba ang size dumating ibang color may dalawa pang dilaw i need white and order ko white kung rerefund ko naman it will take forver ",1
"Fraud! Ordered white XXL was sent the wrong size and wrong colors, the sizes indicated in the product say XL pero it s probably just Medium. I know mura lang, pero sana sabihin or icancel na lang kung wala na. Pera pa din ang pinangbabayad sa inyo. Karma na bahala sa inyo… or DTI?!",1
"Wrong color this isn't WHITE",1
"kakareceive kopalang bat naman ganto seller may sira po sya sana naman po chineck nyo bago ipadala samin alam kung mura kaso di naman magagamit ",1
"Ibang kulay ung order na naideliver ano ba yan",1
"ayosin nio serbisyo nio.pinalbc ko na ung return ko.bat ung refund na binayad ko wala pa dn.!! ",1
"katulad lng din ata to sila nong isa kong pinag orderan hnd cxa pang teens pang 10yrs old ata ang size nila sayang lng pera ko...",1
"hnd nman pla pang teens to pangbata ang size kahit xxl ang size kasya lng ata to pang 10yrs old kakaurat seller",1
"Wrong size, ordered for XXL not XL",1
"ordered 1 black and 1 white but both came blacks. disappointed.",1
"okay sana eh. maganda yung tela. mabiling yung shipping. kaso problema hindi chineck yung size. XXL order ko pero XL lang dumating. anyare seller?? kumpleto binabayad namin tapos mali ibibgay niyo. ",1
"disappointed, 1- ang layo ng kulay sa pict. at sa na receive ko kulay orange, 2-L size order ko XL dumating kaka walang gana.. 3- Hindi Rin maganda quality.. pwede po ba return items? para walang problema change color at size nlang. paki ayos ng pag titinda niyo coz we pay in a right amount. para kayo ng nang bubudos. ",1
"large inorder ko bakit ganto ang dumating kaya pala mura hindi tamang size binibigay yawa",1
"order XL pinadala small, napakalayo naman small sa XL, kulay iBang iba sa photo. dilaw ginawa nyong orange. unresponsive seller. ",1
"This is what you call yellow? Also you should check your items before handling it to your courier. I am very much disappointed.",1
"This is not 2xl. Its super small and not true to size, i compared it to the other hoodies that i purchased and clearly its not 2xl. Iw would like refund pero baka mas hassle pa. Will not recommend to buy.",1
"thank you seller kaso lng mali ang color na dineliver hnd ko alam kong bulag ba ang nag prepare... black ang inorder ko gray ang dumating :(",1
"yung description nio for men unisex pero ang size ng mga hoodies puro pang kids.very dissapointed.lazada shd take action on this seller.you are a fraud.even the specs of having zipper is not true.no response ang seller sa chat.",1
"sabe ko po xxl small naman ang na kuha ko ang panget pa kita change ko ang bastos naman ang panget pa ng quality",1
"NAKAKA INIS ANG SELLER!!!! MALI ITEM NARECEIVE KO!!!!",1
"white order ko na large dumating gray na medium gg!",1
"super liet prang hinde sya XL, prang medium lang.",1
"Size is not accurate i ordered xxl but it fits like medium, im disappointed! ",1
"tangina sobrang liit xl yong inorder ko",1
"The item is so anoyyed me the color insted of white i will get gray and the size is large but why its medium what is this seller im so dis appointed",1
"Nakakadismaya!!! White ang order ko. Gray Ang pinadala.",1
"bakit po sobrang liit large nmn po inorder ko pero bakt small",1
"double xl kinuha ko pero xl Lang dumating ",1
"Blue dumating na kulay hay",1
"sana alisin na sa pagpipilian yun kulay white kasi wala naman kayo non 2nd order ko na mali parin ang kulay na pinadala.. hassle lang kasi pag ibabalik pa e kainis",1
"hindi mismo ung grey jacket dumating sakin ung dumating ay pink jacket with shorts.",1
"white inorder ko pero gray dumating kakaumay umordernakakadissapoint ",1
"Maliit yung dumating sakin sayang. pero maganda tela ah",1
"ang order ko white pero gray dumating!! kainess tas anliit masyado ng large parng small lang ",1
"mali yung size bili ko L, M ang dumating",1
"bakit naman ganun white ang order ko bakit grey pinadala nio nakakadismaya. hindi nakakatuwa. sana ayusin at basahin nio mabuti mga order sa inyo. hindi na ako oorder sa shop nio.",1
"i ordered color white, large. but i received a color gray, medium. i tried to text to text the seller but the seller is not even responding to my inquiries. don't buy from this shop!!",1
"It s very small - I am normal a medium and I can t even fit this XL. ",1
"maganda po Ang tela Ng jacket ko at maganda tuwing taglamig at true size po salamat sa nag effort sa order ko at thanks sa rider",1
"maling color ",1
"it was not red, it was maroon . but it's okay. nice hoodie",1
"xl order ko dumating large.hai naku bitin 2loy",1
"ang liit ng size 2xl na order ko dipa din kasya nagsayang lang ako ng pera .. dapat nakalagay sa discription nila.. pang kids.. para aware din yun iba.. ",1
"Bkit po medium ung pinadala.. Xl ung order ko. Sayang lng bayad sainyo.. ",1
"mali po ang color",1
"Hindi Tama ang kulay ampangit pa ng tela black inorder ko pero gray ",1
"ok naman yung item, kaso yung nadeliver samen mali yung size",1
"mali yung size pati color na dumating pangalawang beses na ",1
"wrong color, picked XL and was expecting it to be EXTRA LARGE but to my demise it was not.",1
"boss pwede ba marefund sobrang liit ng sizing",1
"poooooooooorrrrrrrr poor",1
"di na ba napapalitan tong size na nabigay saken? Xl ng dumating. order ko XXL ng chat nako wala paren. beke nemen ano na galaw galaw ",1
"mali Yung binigay na size large inorder ko pero dumating medium ano banaman yan",1
"Poor quality",1
"Wrong color. Size too small for a Large",1
"nice item. sobrng ganda. swak na swak yung size chart sa size na pinili ko hehe mukhang uulit pa ako sobrnag quality",5
"All goods naman for the price",5
"jsushdnckdishnskIsjshdbjxkshsbbsmxkvkfjnsbsjdjkdndndjhsbsndjudhshjsjshshjsjsj",5
"honest review ganda ng item kapal den ng tela at ang ganda lang dahil cotton order ule ako nxt time zvxnxnxnxnnxmxmxmxmcmmcmcmcmcm",5
"I am so satisfied with the Product. the quality is good and the seller is very accommodating. I really recommend. Crown Ph for their Item",5
"ankapal ng tila at 100 percent cotton oorder pa nga ako ulit nice talaga",5
"I recieved the item on time. Although I ordered white a different color was sent to me but that's okay it still looks nice. For reference I am 4'11 and yes I ordered Medium because its comfy to wear :>",5
"maganda suotin sakto lang sakin worth it ang gastos HAHAHA.",5
"Very satisfied customer here. Thank you so much seller. Til our next transactions. For those who wants to buy this shirt, please see video for reference. My height is only 5'6. I chose XL. ",5
"Maganda ang tela medyo manipis nga lang yung khaki at jungle hindi katulad nung sa itim pero all goods naman saktong sakto lang sakin ang pagka oversized btw im 5'4",5
"QWERTYUIOPASDFGHJKLZXCVBNM",5
"5'9 height ko, small size kaya medyo bitin pero pwede na and ang bilis dumating mga 2days lang dyan na item mo ",5
"solid po,saktong po sakin and ang kapal po ng tela oorder po ako uli",5
"maganda sya at ok din Yung tela maraming salamat at Tama din dumating na kulay maraming salamat",5
"Product Size: Medium Customer's Height: 5'2 Customer's Weight: 49 kg Date of Order: Feb 07, 2022 Date of Arrival: Feb 18, 2022 Product Quality: 5/5 ",4
"true to size what you see what you get fast delivery goods ang nag deliver kudos sau at maganda ang product",4
"maganda to teh bilin nyo na maganda yung tela dabesssss malaki lang masyado yunh med size pero it's okayyy mwehehehehehe",4
"good good good good good good good good good good good good good good good good good good good",4
"maganda quality, kaso lang medyo manipis and walang nakalagay na brand kung crown sya. ",4
"Maganda yung kulay pero yung sa tela saktuhan lang",4
"Ayos naman, the textile quality is still good for both rust and jungle. My only concern is that may butas na maliit sa jungle. Nawa y maging maayos na sa susunod because I ve ordered here many times. Nevertheless, I won t go for replacement or what since mas magiging hassle pa iyon.",4
"hhahahhahahahahab2bwvvahajahahahaakskskksksnsnsnnsiaianannaabhuauqubbebbebeha7auosrmmdjzuaunnnajajAuai8a8iwjwjjeejdjjJIIiai888wjOowil",4
"just received my order, i didn't expect it to be delivered that fast, i like the quality of the shirt but the only problem is that i ordered black but they gave me khaki. but still 4 stars overall ",4
"Small ung inorder ko pero medium ung dumating. Cardinal rose pinili ko kasi ito lang ung may small na trip kong kulay tapos ndi rin pala small ung size na makukuha ko haha. Sana po next time paki check maigi ung sizes hehe",4
"ganda, maganda yung tela and color. and nakakagwapo siya emz. hahaha. nagustuhan sjya ng bf ko so thumbs up! ",4
"All goods sya sakto lang yung kapal nya at sulit sya di sayang pera ko dito hahahahhahahahhahahhahahhah",4
"ganda ng tela. more than what i have expected. kaso sobrang tagal na ship out. maybe next time kung oorder ako di sa sale time. kasi sobrang dami daw ng orders sa kanila na compromised kung kelan madedeliver. over all, magaganda ang tela.",4
"no cap but its nice ",4
"Regarding po sa order ko bale nadismaya po ako dahil sa mali mali ang mga order na dumating bale 3 yung order kong Small Oversized Tshirt pero ang dumating po ay only 1 Small at 2 Medium size at mali pa ang color na ibinigay. Pero okay lang po meron daw system glitch kaya pinalitan nalang ang order ko yun nga lang Medium yung dalawa diko magagamit.",4
"Mabilis nadeliver and maganda yung tela. 5 stars sana kaso may damage yung rust. Sana po check niyo muna yung item bago iship. Pinicturan ko at vinideo yung damage. ",3
"Yung quality ng tela goods kaso ang pangit ng pagkakatahi sa bandang kili kili, 2nd time ko na umorder dito, kung hindi wrong color nadeliver, ganito naman yung pagkakatahi :(((",3
"3 stars only becuase i ordered 5 items and only 4 items delivered, i already pay it in advance! Sadddd ",3
"Wrong color!! Neck-line was a bit close-fitted",3
"hahaha anlaki pala ng medium pero ok na din naman",3
"okay naman sya average quality of the fabric but the size is good as oversize naman tlaga.. bilis din dumating ",3
"Not what i expected. 3/5 stars ",3
"Maganda Naman yung item. Walang damage. Hindi Naman siya pure cotton. Tsaka balingag Naman yung nag pack kasi mali yung kulay.",3
"I ordered medium for both shirts but you gave small for one shirt. How can I have this replaced?",3
"okay sana kaso may butas eh sayangggggggggggggggggggggggggggggggggg pero wlaanako magagawa nasuot ko na",3
"Masyado malaki",3
"bakit mas manipis ang fabric ng khaki color and ang daming sinulid na hindi pulido ang tahi ",3
"Bakit mga large ang dumating medium size ang order ko. Sana hindi puro benta ang inisip natin kahit hindi masayahan ang buyer nyo. Mali ang size mas marami pa ang mali kesa sa tama. ",2
"may butas sa tagiliran yung isang damit. ",2
"wrong size received",2
"order ko po sir ay medium size pero yung dumating XL sobrang laki po",2
"I ordered 1 large and 1 xl pero dalawang xl dumating. I even messaged the seller first before giving a low rating since para maayos privately. Sabi magbbigay nalang daw ng voucher to compensate and i don t need to return the product na daw to replace. Nagbigay ng voucher di rin naman gumagana and di na nagrreply sa chat lol anw will never order again. god bless",2
"hindi sya cardinal rose magkaiba sa kulay ng picture ",2
"2 star lang hindi nasunod yung order ko na 2 color. Sorry seller di mo sisnonod order ko na 2 color .Nakaka inis ang ganda ng pinag usapan na 2 color peru palpak.",2
"ordered 2 colors but one color was delivered wrongly l. should be black but they gave blue. ",2
"Seller gave me a wrong color. There was an apology note but have to return it because i don t like it. I m okay with replacement but the seller could have just contacted me prior and asked what color of the replacement I like instead ",2
"dalawang item inorder ko. isang kulay brown and grey. brown lang yung tamang kulay tapos hindi grey yung isa kulay mint green kaya 2 star lang hays sa susunod paki check muna ng maayos hays",2
"Maraming maraming salamat po sa damit saktong sakto sa mukha ko naging face mask ko na.",1
"Ano to lang hiya kaya nawawalan ng tiwala yung mga tao sa inyu eh ",1
"I did not open it yet cause I am still upset. I waited for it to be delivered as it says it s Out for Delivery. Yet, the delivery man just left the parcel in the gate. Doesn t care anymore if it will be received since it was already PAID? What if a passerby got it? The worse, so dishonest to even affix a signature as proof of delivery. Please see photos as proofs.",1
"Maganda naman kaso black pinadala siraulu ba ",1
"Although tama yung colorway ng shirt na nadeliver sakin pero mali ung sizing, ang order ko is Cardinal Rose na Small but Large ung na received ko and Mocha na Large pero XL ung pinadala, ang tama lng is ung Black na Medium. See pictures for reference ng dumating and nung order ko.",1
"wrong item and size was delivered ",1
"Ang ganda ng clothe at color kaso, labo niyo naman. Parehong small size ang order, medium yung isang pinadala niyo. ",1
"i ordered three different shirts, only of them arrived here correctly. one is in wrong size and the other is not the color i ordered and wrong size too.!!!!",1
"Mas mura po sa shop na ito kesa sa ibang shop. Maganda po ung k94,makapal po siya .Nag order nga po ulit ako kasi nagustuhan koh mga products nila ",5
"walang amoy ang mask maganda ang quality makapal sya..for sure oorder ulit ako..salamat seller salamat lazada",5
"Thank youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu Thank youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu Seller,ang gandaaaaa ,ordered complete and fast on delivery,thank you LAZADA at kai kuyang delivery",5
"HALA ANG GANDA NG QUALITY WORTH IT ANG PAGBILI NG MADAMI BIBILI AKO SA SUSUNOD. GANDA DIN NG COLOR",5
"Good for its price. Very affordable yet nice quality. I would definitely order again. Seller shipped on time. Thanks!",5
"The item was shipped and delivered on time based on the estimated delivery date. The quality of the masks is a bit thin but ofcourse for the price since its cheap maybe I should not expect a good quality item. The item was packed well and was delivered complete. ",4
"Delivered siya earlier than the expected date of delivery... Sulit mo naman ang bayad mo. ",4
"video and photos are not related but your product is highly recommended Thank you po seller at kay kuya na nagdeliver photo and vid are not related. Thank you po seller ang ganda po ng facemask!",4
"4 stars lang dahil manipis lang siya pero okay lang nman yung size niya fit siya sa mukha ko.",4
"Order received in good condition, 4 star lang kasi ung isang kulay hindi nasunod dapat kasi 2 grey, ang naibigay 2 black. Quality is good as well in cheap price so happy customer here.",4
"Gottche complete 18 packs of KF94 mask. However, the 5 packs that should be peach was pink. so dusappointed. Not yet checked the quality of the mask. If okay, will buy again. thanks!",3
"Ok naman ang 9 packs... pero 2 packs color grey reject... Nasa harap ang tali.. hindi na to mabibili.. pls always check...!!!!",3
"aaang ikli nggggg straaaaaap ng faaaace maaaaaaask naaaaa tooooooooo myyyy gashh pero oks naman nothing to worry guys uhuh hahah",3
"Medjo disappointed kami kasi 2nd time na namin bumili and maganda yung quality na nabili namin nung first time. But now sobrang nipis na. :((((",3
"not a 4 ply instead a 2ply item delivery was fast",3
"manipis siya masyado, tapos 9pcs lang yung isang pack ng white, sayang manipis talaga madami pa naman akong order",2
"maluwang and sobrang nipis. maluwang and sobrang nipis. maluwang and sobrang nipis. maluwang and sobrang nipis.",2
"hope hindi tayo manloloko di ba???sa dami ng nabilhan ko na facemask.. ito lang ang store na hindi honest sa color!!! ",2
"Nakaka disappointed lng ng sobra sa seller .. Dahil 5 quantity ang inorder ko pero 4 quantity seller sa susunod make sure na tama ung quantity ng idedelever.. ",2
"salamat po sa courier pero Yung items po nakakadisappoint po Kasi manipis at nasira agad,Hindi natahi or nadikit.",1
"salamat po sa courier pero Yung items po nakakadisappoint po Kasi manipis at nasira agad,Hindi natahi or nadikit.",1
"Dati naman na akong kumukuha dito ng mask. Repeat order na ito pero pumangit ang quality. Manipis na at medyo maliit.",1
"According to the photos on the post, this face mask is 4ply. But when I cut it open to check if it is really 4ply, lo and behold it is only 3 ply. I was really confused as it is too thin when I tried it on. I bought it because on the photos it shows 4ply. Don t deceive people. ",1
"I received the item very poor quality. it seems that it is only one ply and can still smell the smoke from outside. No wonder it is cheap because of poor quality. Never buy this items from this store! So disappointing and frustrating!! I am really angry I did not waste my money to receive this kind of item!!",1
"Looks used masks. Hastily repacked. First time I have encountered mask being sold in this condition. All my order, 12 sets, are of the same condition. Waste of time waiting and money. I rarely review very poor because I manage my expectation but this is really unacceptable. The thinnest quality I have ever bought.",1
"disappointed sa facemasks nalamukos see video",1
"Napakanipis wag kayong manniwala sa mga comment. Dami kong inorder kasi kala ko totoo yng reviews sa lahat ng nabili kong mask eto pnakamanipis at pnaka pangit",1
"No good ung mga mask, manipis tapos amoy pintura pa.. di ko man nagamit mga mask ang dami ko pa man din inorder. ",1
"I order 10 packs 2 days deliver agad, to my surprise to check items manipis na nga then it looks like may amag and not color navy blue actually its faded n prang nilabhan itsura.. i sent message to seller wala nmn response.. dina ako uulit at sa mga makakabasa neto wag na balaking order pa. haist di dpe recommend they not even checked items before bigay sa magddliver ng items. Poor business gawa niyo. ",1
"Salamat at kompleto naman po ang order ko, sa susunod po order ako ulit. Maganda at makulay lahat. ",1
"panget, manipis",1
"AYAN, KULANG ANG PINADALA NYO! 5 QTY I RECEIVED ONLY 3..WHAT WILL YOU DO TO SOLD THIS ISSUE? FIRST TIME KO UMORDER SA INYO .. DISAPPOINTED AGAD..",1
"manipis po ang facemask. at may amoy pag open ng plastic.",1
"Hindi Ng check c seller pigtas Yung ibang Tali at may Amoy Yung mask..Kaya nilabas ko na muna SA plastic para mahanginan Baka sakali mawala Yung Amoy ..sayang 10pck pa nmn binili ko Hindi ko nmn Pala magamit agad .",1
"Order complete. Wag masyado mag expect manipis kasi sya..tama lang sa price nya. Thank you. ",1
"2 pack every color ang order ko. Pero ideniliver nyo 10 pack na pink. Wala akong order na pink. Puede bang palitan nyo ng kulay itong ipinadala nyo?",1
"peach order ko dumating light pink . ",1
"kulang po ng isang item ung order ko 7 lng dumating dapat po 8. nkakadismasya ngayon lng nagkaganito mga order ko sa lazada",1
"sobrang nipis. 2 or 3 mask gagamitin nyo pra sure wlang virus na mkakapasok. sayang ang pera nyo poh. ",1
"Sobrang nipis ng facemask kitang kita sa picture kung gnun ka nipis tapos ang baho pa ng amoy Amoy pintura pa di ka sa virus magkakasakit kundi sa amoy ng facemask ",1
"napakanipis ng face mask nyo... hirap talaga magtiwala sa reviews grrr... will not buy again!",1
"Napaka nipis",1
"ok nman yung mask kaso manipis lang talaga then 20packs ng facemash inorder ko pinadala sa akin 18 lang then nag chat ako sa seller hahaha nakaka tawa reply nya like lang cnagot sa mga complaint ko d man lang nag nag sorry na kulang yung pinadala nila sorry pero nakaka waang gana po yung attitude nyo kompleto po binayadnmin pero d worth it 1 star lang talaga kau ",1
"complete orders naman... KAYA LANG SOBRANG NIPIS NG face mask... unlike sa ibang store na same price lang... ",1
"wrong color,ngpm aq ngHappy emoji pa...eh d dto nlng mgreklmo ausin nio qng d kulng items colorblind pa...wla nmn po sna prob.kc aq pgngrereklmo s pm lng tlga kaso gnwa nio kgbe emoji Happy pa kau,inintay q 1day bka kako noindot o mali lng kaso deadma n...dti nlng bawi ",1
"Ayan nakaka disappoint po Yong item na denilivered nyo. Dibali Sana maganda Ang quality yang item na Yan. kasu Ang pangit pa Ng kulay, black Yung inorder ko tas yan An na pack nyo for me. Nakaka upset po.",1
"KULANG YUNG ITEM NA DINILIVER NI SELLER. KAHIT PA MASK LANG YAN, NAGBAYAD PADIN KAMI NG PARA SA 7 NA MASK PERO ANG NARECEIVE NAMIN 6 LANG.SANA NAMAN PAGNAGDELIVER PO KAYO SANA PO SINUSURE NYO PO NA COMPLETE. HINDI NAMAN PO KAMI GALIT NADISAPPOINT LANG PO KAMI SA INCOMPLETE NA NARECIEVE NAMIN.LAGI NALANG GANITO SA LAZADA KULANG KULANG, MABAILIS NGA DELIVERY KULANG NAMAN.",1
"6 po ang order ko ang dumating ay 5 lang, bakit po kulang ng isa? at sa kulay namn po bakit po naging tatlo po yung navy blue? tapoa isang black lang? sana namn po kahit iba iba pa po ang kulay basta completo sana ok na skin kaso kulang po ng isa eh. completo namn yung bayad ko.",1
"super disappointed i will not recommend this store this is my second order of the same color and mask, nun una tama yun binigay ngayon mali color i ordered peach, kulay pink dumating sakin",1
"nakakainis nman tlaga kf94 order ko iba ang dumating wala pang box pano to mabbenta 885 Ang halaga Ng order ko TAs ganto gagawin nyo. grav nman kau porket madami ako order papadala nyo iba edi sana nagchat kayo sken kung wala kf94 tas ung sticker duble pinatungan lng Ng sken ...wag n kau oorder dto budol ",1
